date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:59:30	28717/28717	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2011:59:30%20GMT	https://developer.mozilla.org/en/DOM/HTMLCanvasElement	developer.mozilla.org/en/DOM/HTMLCanvasElement.html	(from )
14:59:31	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Dec%202010%2011:59:31%20GMT	https://developer.mozilla.org/en/DOM/HTMLDirectoryElement	developer.mozilla.org/en/DOM/HTMLDirectoryElement.48.delayed	(from )
14:59:32	23339/23339	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2011:59:32%20GMT	https://developer.mozilla.org/en/DOM/HTMLDivElement	developer.mozilla.org/en/DOM/HTMLDivElement.html	(from )
14:59:34	23201/23201	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2011:59:33%20GMT	https://developer.mozilla.org/en/DOM/HTMLDListElement	developer.mozilla.org/en/DOM/HTMLDListElement.html	(from )
14:59:35	23067/23067	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2011:59:35%20GMT	https://developer.mozilla.org/en/DOM/HTMLEmbedElement	developer.mozilla.org/en/DOM/HTMLEmbedElement.html	(from )
14:59:36	25581/25581	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2011:59:36%20GMT	https://developer.mozilla.org/en/DOM/HTMLFieldSetElement	developer.mozilla.org/en/DOM/HTMLFieldSetElement.html	(from )
14:59:37	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Dec%202010%2011:59:37%20GMT	https://developer.mozilla.org/en/DOM/HTMLFontElement	developer.mozilla.org/en/DOM/HTMLFontElement.4d.delayed	(from )
14:59:38	34370/34370	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2011:59:37%20GMT	https://developer.mozilla.org/en/DOM/HTMLFormElement	developer.mozilla.org/en/DOM/HTMLFormElement.html	(from )
14:59:39	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Dec%202010%2011:59:39%20GMT	https://developer.mozilla.org/en/DOM/HTMLFrameElement	developer.mozilla.org/en/DOM/HTMLFrameElement.4f.delayed	(from )
14:59:40	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Dec%202010%2011:59:39%20GMT	https://developer.mozilla.org/en/DOM/HTMLFrameSetElement	developer.mozilla.org/en/DOM/HTMLFrameSetElement.50.delayed	(from )
14:59:41	23015/23015	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2011:59:40%20GMT	https://developer.mozilla.org/en/DOM/HTMLHeadElement	developer.mozilla.org/en/DOM/HTMLHeadElement.html	(from )
14:59:42	23308/23308	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2011:59:41%20GMT	https://developer.mozilla.org/en/DOM/HTMLHeadingElement	developer.mozilla.org/en/DOM/HTMLHeadingElement.html	(from )
14:59:43	23020/23020	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2011:59:42%20GMT	https://developer.mozilla.org/en/DOM/HTMLHtmlElement	developer.mozilla.org/en/DOM/HTMLHtmlElement.html	(from )
14:59:44	26058/26058	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2011:59:44%20GMT	https://developer.mozilla.org/en/DOM/HTMLHRElement	developer.mozilla.org/en/DOM/HTMLHRElement.html	(from )
14:59:45	28657/28657	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2011:59:45%20GMT	https://developer.mozilla.org/en/DOM/HTMLIFrameElement	developer.mozilla.org/en/DOM/HTMLIFrameElement.html	(from )
14:59:46	31498/31498	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2011:59:46%20GMT	https://developer.mozilla.org/en/DOM/HTMLImageElement	developer.mozilla.org/en/DOM/HTMLImageElement.html	(from )
